lemma	codlem	gen	codmorf	NoLemLat	NoLiLaL	NoLiLaH	NoB	NoO	NoD	LemLatLST	LiLaLST
comprouincialis	N3A	*	Af-	2	1	0	1	0	1	8519(c2913),91400(D402E)	lemma/95399
compulsio	N3B	f	NcC	2	1	0	1	0	1	8529(c2921),91414(D403C)	lemma/95407
compulso	V1		VmF	3	1	0	1	0	2	91411(D403A),91412(D403B),8530(c2922)	lemma/95408
computo	V1		VmF	4	1	0	1	0	3	8541(c2932),91424(D4040),91423(D403H),91425(D4041)	lemma/95418
computus	N2	m	NcB	3	1	0	1	0	2	91420(D4047),91421(D4048),8543(c2934)	lemma/95420
comula	N1	f	NcA	2	1	0	1	0	1	91433(D404D),8544(c2935)	lemma/95421
cona	N1	f	NcA	4	1	0	0	0	4	91444(D4052),91442(D4050),91443(D4051),91445(D41CB)	lemma/43151
conabilis	N3A	*	Af-	2	1	0	1	0	1	91459(D4054),8545(c2936)	lemma/95422
conatio	N3B	f	NcC	2	1	0	1	0	1	91465(D405D),8550(c2941)	lemma/95427
concameratio	N3B	f	NcC	2	1	0	1	0	1	91481(D4069),8563(c2953)	lemma/95440
concasus	N4	m	NcD	2	1	0	1	0	1	8573(c9879),91488(D4072)	lemma/97706
concellita	N1	m	NcA	2	1	0	1	0	1	8584(c2971),91499(D407F)	lemma/95459
concena	N1	m	NcA	2	1	0	1	0	1	8586(c2973),91500(D407G)	lemma/95461
concentor	N3B	m	NcC	2	1	0	1	0	1	91502(D4082),8589(c2976)	lemma/95464
concenturio	V1		VmF	2	1	0	1	0	1	8590(c2977),147338(D4084)	lemma/95465
conceptaculum	N2	n	NcB	2	1	0	1	0	1	8592(c2978),91505(D4087)	lemma/95466
conceptio	N3B	f	NcC	4	1	0	1	0	3	8594(c2980),91508(D4089),91509(D408A),91507(D4088)	lemma/95468
conceptionalis	N3A	*	Af-	2	1	0	1	0	1	91510(D408B),8595(c2981)	lemma/95469
concerno	V3		VmH	2	1	0	1	0	1	8602(c2986),147339(D408F)	lemma/95475
concessus	N4	m	NcD	2	1	0	1	0	1	8614(c9882),91515(D4092)	lemma/97710
concha	N1	f	NcA	7	1	0	1	0	6	91521(D4095),91522(D4096),91525(D4099),91524(D4098),91523(D4097),91526(D409A),8615(c2998)	lemma/95489
conciliabulum	N2	n	NcB	2	1	0	1	0	1	91547(D40AA),8631(c3014)	lemma/95506
concilio	V1		VmF	2	1	0	1	0	1	8639(c3020),147340(D40AC)	lemma/95512
concilium	N2	n	NcB	4	1	0	1	0	3	91544(D40AF),91545(D40AG),91546(D40AH),8640(c3021)	lemma/95513
concineratus	N2/1	*	Af-	2	1	0	1	0	1	91554(D40B1),8642(c3022)	lemma/95514
concingo	V3		VmH	2	1	0	1	0	1	8643(c3023),152806(D40B3)	lemma/95515
concinnatio	N3B	f	NcC	2	1	0	1	0	1	8645(c3025),91560(D40B8)	lemma/95517
concinnator	N3B	m	NcC	2	1	0	1	0	1	91561(D40B9),8646(c3026)	lemma/95518
concinno	V1		VmF	3	1	0	1	0	2	8650(c3030),91557(D40B6),91558(D40B7)	lemma/95522
concinnus	N2/1	*	Af-	2	1	0	1	0	1	91556(D40BC),8651(c3031)	lemma/95523
concino	V3		VmH	2	1	0	1	0	1	8652(c3032),91552(D40B2)	lemma/95524
concio	V1		VmF	2	1	0	0	0	2	91534(D40A0),91535(D40A1)	lemma/43210
concipio	V5		VmM	2	1	0	1	0	1	8655(c3034),91570(D40C2)	lemma/95526
concisio	N3B	f	NcC	2	1	0	1	0	1	91574(D40C6),8656(c3035)	lemma/95527
conclamo	V1		VmF	2	1	0	1	0	1	8670(c3047),147341(D40CH)	lemma/95540
conclaue	N3B	n	NcC	2	1	0	1	0	1	8672(c3049),91581(D40D1)	lemma/95543
conclericus	N2	m	NcB	2	1	0	1	0	1	91584(D40D5),8674(c3050)	lemma/95544
concludo	V3		VmH	2	1	0	1	0	1	91587(D40D9),8675(c3051)	lemma/95545
conclusio	N3B	f	NcC	2	1	0	1	0	1	8676(c3052),91589(D40DC)	lemma/95546
conclusum	N2	n	NcB	2	1	0	1	0	1	8678(c9885),91588(D40DF)	lemma/97713
concordia	N1	f	NcA	3	1	0	1	0	2	91606(D40EB),91607(D40EC),8690(c3063)	lemma/95557
concordium	N2	n	NcB	2	1	0	1	0	1	8693(c3063),91600(D40EE)	lemma/95558
concordo	V1		VmF	3	1	0	1	0	2	91603(D40E7),91604(D40E8),8694(c3066)	lemma/95561
concorporalis	N3A	*	Af-	2	1	0	1	0	1	91610(D40EG),8695(c3067)	lemma/95562
concrepo	V1		VmF	2	1	0	1	0	1	8710(c3081),147342(D40F3)	lemma/95576
concuba	N1	f	NcA	2	1	0	1	0	1	91616(D40F7),8721(c3090)	lemma/95585
concubina	N1	f	NcA	2	1	0	1	0	1	91620(D40FA),8723(c1050)	lemma/93320
concubitor	N3B	m	NcC	2	1	0	1	0	1	8729(c3097),91623(D40FD)	lemma/95592
concubium	N2	n	NcB	2	1	0	1	0	1	8731(c3098),91617(D40FE)	lemma/95594
concula	N1	f	NcA	2	1	0	0	0	2	91626(D40FH),91625(D40FG)	lemma/95495
concurialis	N3B	m	NcC	2	1	0	1	0	1	8748(c3111),91630(D40G4)	lemma/95607
concurrentia	N1	f	NcA	3	1	0	0	0	3	91634(D40G8),91633(D40G7),91635(D40G9)	lemma/43276
concursito	V1		VmF	2	1	0	1	0	1	8755(c3118),152773(D40GB)	lemma/95615
concursus	N4	m	NcD	3	1	0	1	0	2	8757(c9889),91636(D40GC),91637(D40GD)	lemma/97718
concus	N2	m	NcB	3	1	0	0	0	3	91471(D40GG),91470(D40GE),91469(D40GF)	lemma/43277
concussura	N1	f	NcA	2	1	0	1	0	1	8762(c3126),91638(D40H0)	lemma/95623
condator	N3B	m	NcC	2	1	0	0	0	2	91655(D43B0),91654(D40HA)	lemma/43288
condemnatio	N3B	f	NcC	2	1	0	1	0	1	8778(c3139),91661(D4101)	lemma/95636
condescendo	V3		VmH	4	1	0	1	0	3	91669(D410D),91670(D410E),91671(D410F),8787(c3147)	lemma/95644
condescensio	N3B	f	NcC	4	1	0	1	0	3	8788(c3148),91673(D410G),91674(D410H),91675(D4110)	lemma/95645
condiaconus	N2	m	NcB	2	1	0	1	0	1	8798(c3150),91677(D4113)	lemma/95647
condictio	N3B	f	NcC	2	1	0	1	0	1	8804(c3156),91685(D411A)	lemma/95653
condictum	N2	n	NcB	2	1	0	1	0	1	91683(D411E),8806(c9857)	lemma/97683
condirigo	V3		VmH	2	1	0	0	0	2	91693(D4125),91694(D4126)	lemma/43323
condita	N1	f	NcA	2	1	0	0	0	2	91700(D412A),91699(D4129)	lemma/43326
conditorium	N2	n	NcB	2	1	0	1	0	1	8822(c3171),91718(D413C)	lemma/95673
conditura	N1	f	NcA	2	1	0	1	0	1	91719(D413E),8825(c3169)	lemma/95669
condo	V3		VmH	2	1	0	1	0	1	91642(D4140),8826(c3174)	lemma/95677
conduco	V3		VmH	5	1	0	1	0	4	8839(c3186),91743(D4152),91742(D4151),91741(D4150),91740(D414H)	lemma/95691
conductela	N1	f	NcA	2	1	0	1	0	1	91757(D4159),8840(c3187)	lemma/95692
conductio	N3B	f	NcC	4	1	0	1	0	3	8842(c3189),91760(D415D),91759(D415C),91761(D415E)	lemma/95694
conductor	N3B	m	NcC	8	1	0	1	0	7	91765(D4161),91767(D4163),91763(D415H),91764(D4160),91766(D4162),91768(D4164),91769(D4165),8844(c3191)	lemma/95696
conductus	N4	m	NcD	13	1	0	1	0	12	91747(D416B),91752(D416G),91754(D4170),91746(D416A),91751(D416F),91750(D416E),91745(D4169),91753(D416H),91756(D4172),91749(D416D),91755(D4171),91748(D416C),8847(c9893)	lemma/97725
condulco	V1		VmF	2	1	0	1	0	1	8848(c3193),147346(D4174)	lemma/95698
conduma	N1	f	NcA	2	1	0	0	0	2	91774(D4178),91773(D4177)	lemma/43363
condus	N2	m	NcB	2	1	0	1	0	1	8853(c3199),91641(D417B)	lemma/95704
confarreatio	N3B	f	NcC	2	1	0	1	0	1	91798(D418G),8871(c3212)	lemma/95717
confectio	N3B	f	NcC	2	1	0	1	0	1	91804(D4193),8874(c3215)	lemma/95720
confector	N3B	m	NcC	2	1	0	1	0	1	8875(c3216),91805(D4194)	lemma/95722
confectorium	N2	n	NcB	3	1	0	1	0	2	8877(c3216),91806(D4195),91807(D4196)	lemma/95721
confectura	N1	f	NcA	2	1	0	1	0	1	91809(D4198),8879(c9952)	lemma/97794
confessio	N3B	f	NcC	9	1	0	1	0	8	91834(D41AF),91833(D41AE),91832(D41AD),91831(D41AC),91830(D41AB),91827(D41A8),91829(D41AA),91828(D41A9),8889(c3228)	lemma/95735
confessionale	N3B	n	NcC	2	1	0	0	0	2	91836(D41AH),91835(D41AG)	lemma/43409
confessor	N3B	m	NcC	6	1	0	1	0	5	91838(D41B3),91839(D41B4),91840(D41B5),91841(D41B6),91842(D41B7),8890(c3229)	lemma/95737
conficio	V5		VmM	2	1	0	1	0	1	91800(D41BG),8896(c3234)	lemma/95742
confictio	N3B	f	NcC	2	1	0	1	0	1	91848(D41C1),8897(c3236)	lemma/95744
confidentia	N1	f	NcA	2	1	0	1	0	1	8901(c9953),91852(D41C5)	lemma/97795
configo	V3		VmH	2	1	0	1	0	1	147348(D41C8),8904(c3242)	lemma/95750
confinium	N2	n	NcB	3	1	0	1	0	2	8912(c3249),91856(D41CF),91857(D41CG)	lemma/95758
confino	V1		VmF	2	1	0	0	0	2	91859(D41CC),91860(D41CD)	lemma/43426
confirmatio	N3B	f	NcC	3	1	0	1	0	2	91864(D41D5),91865(D41D6),8914(c3251)	lemma/95760
confisco	V1		VmF	2	1	0	1	0	1	8921(c3258),91867(D41D9)	lemma/95767
confiteor	V2		VmG	2	1	0	1	0	1	8923(c3260),147350(D41DD)	lemma/95769
confixio	N3B	f	NcC	2	1	0	1	0	1	8925(c3262),91874(D41E0)	lemma/95771
conflagro	V1		VmF	2	1	0	1	0	1	8930(c3267),147351(D41E7)	lemma/95776
conflator	N3B	m	NcC	2	1	0	1	0	1	8935(c3272),91881(D41E9)	lemma/95782
conflictus	N4	m	NcD	2	1	0	1	0	1	8944(c9896),91884(D41EC)	lemma/97729
confligium	N2	n	NcB	2	1	0	1	0	1	91885(D41EF),8945(c3280)	lemma/95790
conflo	V1		VmF	2	1	0	1	0	1	8947(c3282),91882(D41E8)	lemma/95792
confluentia	N1	f	NcA	2	1	0	1	0	1	91888(D41EH),8950(c9955)	lemma/97797
confoedero	V1		VmF	2	1	0	1	0	1	8957(c3291),149033(D41F2)	lemma/95801
conforto	V1		VmF	2	1	0	1	0	1	8971(c3305),147352(D41F8)	lemma/95815
confoueo	V2		VmG	2	1	0	1	0	1	147353(D41FF),8972(c3306)	lemma/95816
confractio	N3B	f	NcC	2	1	0	1	0	1	8974(c3308),91903(D41FH)	lemma/95818
confraternitas	N3B	f	NcC	3	1	0	0	0	3	91914(D41GF),91913(D41GE),91912(D41GC)	lemma/43473
confratres	N3B	m	NcC	2	1	0	0	0	2	91915(D41G9),91916(D41GA)	lemma/43471
confrontatio	N3B	f	NcC	2	1	0	0	0	2	91924(D41H7),91923(D41H6)	lemma/43481
confugium	N2	n	NcB	2	1	0	1	0	1	8995(c3324),91926(D41HB)	lemma/95834
confundo	V3		VmH	2	1	0	1	0	1	8999(c3328),91929(D41HC)	lemma/95838
confusaneus	N2/1	*	Af-	2	1	0	1	0	1	91931(D41HG),9001(c3330)	lemma/95840
confusibilis	N3A	*	Af-	2	1	0	0	0	2	91932(D4201),91933(D4202)	lemma/43486
confusio	N3B	f	NcC	2	1	0	1	0	1	9004(c3333),91934(D4203)	lemma/95843
congenium	N2	n	NcB	2	1	0	0	0	2	91944(D420F),91943(D420E)	lemma/43496
congeries	N5	f	NcE	2	1	0	1	0	1	9024(c3353),91951(D420H)	lemma/95864
congero	V3		VmH	2	1	0	1	0	1	91950(D420G),9031(c3360)	lemma/95871
conglobo	V1		VmF	2	1	0	1	0	1	9047(c3374),147357(D421G)	lemma/95887
conglomeratio	N3B	f	NcC	2	1	0	1	0	1	9048(c3375),91960(D4220)	lemma/95888
congregalis	N3A	*	Af-	2	1	0	1	0	1	9061(c3388),91966(D4229)	lemma/95901
congregatio	N3B	f	NcC	2	1	0	1	0	1	9063(c3390),91968(D422B)	lemma/95903
congressus	N4	m	NcD	2	1	0	1	0	1	9071(c9900),91970(D422E)	lemma/97734
congrex	N3A	*	Af-	2	1	0	1	0	1	91965(D422F),9072(c3398)	lemma/95911
congruentia	N1	f	NcA	2	1	0	1	0	1	91973(D422H),9073(c9956)	lemma/97798
congyro	V1		VmF	2	1	0	1	0	1	9077(c3402),152733(D4233)	lemma/95915
coniectura	N1	f	NcA	2	1	0	1	0	1	9089(c3394),91990(D4244)	lemma/95907
coniuga	N1	f	NcA	2	1	0	1	0	1	9097(c3421),92003(D4254)	lemma/95936
coniugalis	N3A	*	Af-	2	1	0	1	0	1	92006(D4255),9098(c3422)	lemma/95937
coniugium	N2	n	NcB	2	1	0	1	0	1	9102(c3426),92004(D4258)	lemma/95941
conium	N2	n	NcB	2	1	0	1	0	1	9107(c3430),91451(D425A)	lemma/95945
coniungo	V3		VmH	2	1	0	1	0	1	9115(c3435),150538(D425D)	lemma/95951
coniuro	V1		VmF	4	1	0	1	0	3	92013(D4260),92012(D425H),92014(D4261),9120(c3440)	lemma/95956
conlaboratio	N3B	f	NcC	3	1	0	0	0	3	92019(D4269),92021(D426B),92020(D426A)	lemma/43567
connumeratio	N3B	f	NcC	2	1	0	1	0	1	92060(D4297),9125(c3443)	lemma/95959
cono	V1		VmF	2	1	0	0	0	2	91440(D405B),91441(D405C)	lemma/43159
conqua	N1	f	NcA	2	1	0	0	0	2	92076(D42A8),92077(D42A9)	lemma/43625
conquadro	V1		VmF	2	1	0	1	0	1	92079(D42AA),9131(c3448)	lemma/95964
conquinisco	V3		VmH	3	1	0	1	0	2	9139(c3455),147359(D42B7),147358(D42B6)	lemma/95971
conquiro	V3		VmH	2	1	0	1	0	1	147360(D42B8),9140(c3456)	lemma/95972
conquisitor	N3B	m	NcC	2	1	0	1	0	1	9142(c3458),92092(D42BB)	lemma/95974
conquisto	V1		VmF	2	1	0	0	0	2	92095(D42BE),92096(D42BF)	lemma/43640
conreus	N2	m	NcB	3	1	0	0	0	3	92101(D42CG),92100(D42CF),92099(D42CH)	lemma/96684
consa	N1	f	NcA	2	1	0	0	0	2	92114(D42D4),92113(D42D5)	lemma/43659
consano	V1		VmF	2	1	0	1	0	1	147362(D42DD),9154(c3467)	lemma/95985
conscientia	N1	f	NcA	2	1	0	1	0	1	92127(D42E5),9163(c9958)	lemma/97800
conscriptio	N3B	f	NcC	3	1	0	1	0	2	92133(D42ED),92134(D42EE),9172(c3482)	lemma/96000
consecraneus	N2	m	NcB	2	1	0	1	0	1	9177(c3485),92135(D42EG)	lemma/96003
consecro	V1		VmF	2	1	0	0	0	2	147364(D42EH),147365(D42F0)	lemma/96008
consectaneus	N2/1	*	Af-	2	1	0	1	0	1	9182(c3490),92138(D42F3)	lemma/96009
consectator	N3B	m	NcC	2	1	0	1	0	1	9186(c3493),92139(D42F4)	lemma/96013
consedeo	V2		VmG	2	1	0	1	0	1	9192(c3499),147366(D42F6)	lemma/96019
consenior	N3B	m	NcC	2	1	0	1	0	1	9200(c3507),92143(D42F9)	lemma/96027
consensus	N4	m	NcD	2	1	0	1	0	1	92144(D42FC),9202(c9905)	lemma/97740
consentaneus	N2/1	*	Af-	2	1	0	1	0	1	9203(c3509),92147(D42FE)	lemma/96029
consentia	N1	f	NcA	2	1	0	0	0	2	92148(D42FG),92149(D42FH)	lemma/43689
consepelio	V4		VmL	2	1	0	1	0	1	9209(c3512),152844(D42G4)	lemma/96033
consequentia	N1	f	NcA	2	1	0	1	0	1	9210(c9959),92154(D42G5)	lemma/97801
conserua	N1	f	NcA	3	1	0	1	0	2	9218(c4629),92159(D42GA),92160(D42GB)	lemma/97257
conseruatio	N3B	f	NcC	2	1	0	1	0	1	92165(D42GE),9220(c3522)	lemma/96044
conseruator	N3B	m	NcC	3	1	0	1	0	2	92167(D42GH),92168(D42H0),9221(c3523)	lemma/96045
conseruatorium	N2	n	NcB	2	1	0	0	0	2	92170(D42H4),92169(D42H3)	lemma/43703
conseruitium	N2	n	NcB	2	1	0	1	0	1	92172(D42H6),9223(c3525)	lemma/96047
considero	V1		VmF	2	1	0	1	0	1	9232(c3532),147367(D42HD)	lemma/96054
consignatio	N3B	f	NcC	4	1	0	1	0	3	92191(D4306),92193(D4308),92192(D4307),9235(c6525)	lemma/97534
consigno	V1		VmF	7	1	0	1	0	6	9238(c6528),92186(D4303),92184(D4301),92188(D4305),92187(D4304),92185(D4302),92183(D4300)	lemma/97537
consiliaris	N3B	m	NcC	2	1	0	1	0	1	92203(D430F),9240(c6530)	lemma/97541
consiliarius	N2/1	*	Af-	2	1	0	1	0	1	9242(c6530),92202(D430G)	lemma/97539
consiliator	N3B	m	NcC	3	1	0	1	0	2	9244(c6533),92205(D430H),92206(D4310)	lemma/97543
consiliatrix	N3B	f	NcC	2	1	0	1	0	1	92208(D4312),9245(c3534)	lemma/96056
consiliosus	N2/1	*	Af-	2	1	0	1	0	1	9248(c3537),92210(D4314)	lemma/96059
consilium	N2	n	NcB	4	1	0	1	0	3	92198(D4319),92197(D4318),92196(D4317),9249(c3538)	lemma/96060
consipio	V5		VmM	2	1	0	1	0	1	147369(D431D),9252(c3541)	lemma/96063
consisto	V3		VmH	2	1	0	1	0	1	9254(c3543),92213(D431F)	lemma/96065
consistorium	N2	n	NcB	5	1	0	1	0	4	9256(c3545),92218(D4323),92220(D4325),92219(D4324),92221(D4326)	lemma/96067
consobrina	N1	f	NcA	2	1	0	1	0	1	92226(D432A),9261(c4653)	lemma/97284
consobrinus	N2	m	NcB	2	1	0	1	0	1	9262(c4654),92227(D432B)	lemma/97285
consocer	N2	m	NcB	2	1	0	1	0	1	92229(D432C),9263(c3550)	lemma/96072
consocius	N2/1	*	Af-	2	1	0	1	0	1	9271(c3556),92228(D432D)	lemma/96079
consolatio	N3B	f	NcC	5	1	0	1	0	4	92238(D4333),92240(D4335),92239(D4334),92241(D4336),9274(c3560)	lemma/96085
consona	N1	f	NcA	2	1	0	1	0	1	9286(c3574),92242(D4339)	lemma/96103
consonatio	N3B	f	NcC	2	1	0	1	0	1	9288(c3572),92244(D433B)	lemma/96100
consors	N3B	f	NcC	2	1	0	0	0	2	92248(D433F),92249(D433E)	lemma/43741
consortalis	N3A	*	Af-	2	1	0	1	0	1	92253(D433H),9294(c3578)	lemma/96107
consortium	N2	n	NcB	2	1	0	1	0	1	92247(D4348),9296(c3580)	lemma/96109
conspersio	N3B	f	NcC	2	1	0	1	0	1	9302(c3584),92262(D434D)	lemma/96113
conspicabilis	N3A	*	Af-	2	1	0	1	0	1	92263(D434E),9303(c3585)	lemma/96114
conspicientia	N1	f	NcA	2	1	0	1	0	1	92265(D4350),9305(c9963)	lemma/97805
conspiratio	N3B	f	NcC	2	1	0	1	0	1	92269(D4355),9311(c3592)	lemma/96122
conspolium	N2	n	NcB	2	1	0	1	0	1	9319(c3598),92271(D4357)	lemma/96128
constantia	N1	f	NcA	2	1	0	1	0	1	92286(D4363),9328(c9964)	lemma/97806
constellatio	N3B	f	NcC	2	1	0	1	0	1	92289(D4368),9329(c3606)	lemma/96136
consterno	V3		VmH	2	1	0	1	0	1	9334(c3610),147374(D436A)	lemma/96140
constipatio	N3B	f	NcC	2	1	0	1	0	1	9337(c3614),92292(D436C)	lemma/96144
constitutio	N3B	f	NcC	2	1	0	1	0	1	92298(D4370),9341(c3617)	lemma/96147
constitutor	N3B	m	NcC	2	1	0	1	0	1	9342(c3618),92299(D4371)	lemma/96149
constitutum	N2	n	NcB	2	1	0	1	0	1	9344(c9908),92296(D4372)	lemma/97743
consto	V1		VmF	2	1	0	1	0	1	9346(c3620),92277(D4367)	lemma/96151
constringo	V3		VmH	2	1	0	1	0	1	9354(c3626),147375(D4376)	lemma/96157
consuetudinarius	N2/1	*	Af-	4	1	0	1	0	3	92318(D4383),92316(D4381),92317(D4382),9376(c3646)	lemma/96178
consuetudo	N3B	f	NcC	5	1	0	1	0	4	9377(c3647),92311(D4385),92310(D4384),92313(D4387),92312(D4386)	lemma/96179
consul	N3B	m	NcC	6	1	0	1	0	5	9378(c3648),92323(D4389),92320(D438C),92319(D438B),92322(D438A),92321(D438D)	lemma/96181
consularis	N3A	*	Af-	2	1	0	1	0	1	92325(D4390),9380(c3649)	lemma/96182
consularitas	N3B	f	NcC	3	1	0	1	0	2	9381(c3650),92331(D4391),92332(D4392)	lemma/96183
consulatus	N2	m	NcB	6	1	0	0	0	6	92336(D4398),92338(D439A),92333(D4395),92337(D4399),92334(D4396),92335(D4397)	lemma/43799
consulo	V3		VmH	2	1	0	1	0	1	92327(D439C),9383(c3652)	lemma/96186
consulta	N1	f	NcA	2	1	0	1	0	1	9384(c9966),92343(D439D)	lemma/97808
consultatio	N3B	f	NcC	2	1	0	1	0	1	9386(c3653),92346(D439F)	lemma/96187
consultum	N2	n	NcB	2	1	0	1	0	1	9392(c9966),92341(D43A0)	lemma/97810
consultus	N4	m	NcD	2	1	0	1	0	1	9394(c9966),92344(D43A1)	lemma/97811
consummatio	N3B	f	NcC	3	1	0	1	0	2	9396(c6654),92351(D43A4),92350(D43A3)	lemma/97548
consummator	N3B	m	NcC	2	1	0	1	0	1	92352(D43A5),9397(c6655)	lemma/97549
consupplicatrix	N3B	f	NcC	2	1	0	1	0	1	9405(c3663),92355(D43A9)	lemma/96199
contactus	N4	m	NcD	2	1	0	1	0	1	92363(D43AF),9418(c9909)	lemma/97745
contagium	N2	n	NcB	2	1	0	1	0	1	9422(c3677),92366(D43B3)	lemma/96213
contamen	N3B	n	NcC	2	1	0	1	0	1	92374(D43BB),9423(c3678)	lemma/96214
contaminatio	N3B	f	NcC	2	1	0	1	0	1	9425(c3680),92376(D43BE)	lemma/96216
contempero	V1		VmF	2	1	0	1	0	1	9436(c3692),147376(D43C9)	lemma/96228
contemplatio	N3B	f	NcC	2	1	0	1	0	1	9440(c3696),92387(D43CC)	lemma/96232
contemporalis	N3A	*	Af-	2	1	0	1	0	1	9448(c3703),92388(D43CD)	lemma/96241
contemporo	V1		VmF	2	1	0	1	0	1	9450(c3705),147377(D43CE)	lemma/96243
contemptio	N3B	f	NcC	2	1	0	1	0	1	9454(c3709),92391(D43CH)	lemma/96247
contendo	V3		VmH	2	1	0	1	0	1	9458(c3712),92393(D43D0)	lemma/96251
contento	V1		VmF	4	1	0	1	0	3	9466(c3720),92400(D43D3),92401(D43D4),92402(D43D5)	lemma/96259
conterminus	N2/1	*	Af-	2	1	0	1	0	1	9471(c3723),92406(D43DG)	lemma/96262
conterno	V1		VmF	3	1	0	1	0	2	9473(c3725),147378(D43DH),147379(D43E0)	lemma/96266
contessero	V1		VmF	2	1	0	1	0	1	9479(c3731),147380(D43E2)	lemma/96272
contestatio	N3B	f	NcC	4	1	0	1	0	3	92420(D43EA),92421(D43EB),92422(D43EC),9480(c3732)	lemma/96273
contesto	V1		VmF	2	1	0	0	0	2	92411(D43E7),92412(D43E8)	lemma/43850
conticinium	N2	n	NcB	2	1	0	1	0	1	9490(c3741),92425(D43F1)	lemma/96283
contigno	V1		VmF	2	1	0	1	0	1	9495(c3746),147381(D43F6)	lemma/96288
continentia	N1	f	NcA	11	1	0	1	0	10	92441(D43G0),92439(D43FG),92442(D43G1),92440(D43FH),92444(D43G3),92448(D43G7),92447(D43G6),92446(D43G5),92443(D43G2),92445(D43G4),9499(c9967)	lemma/97812
contineo	V2		VmG	2	1	0	1	0	1	92394(D43G9),9500(c3750)	lemma/96292
contingentia	N1	f	NcA	2	1	0	1	0	1	92452(D43GC),9501(c3773)	lemma/96315
continor	V1		VmF	2	1	0	1	0	1	9504(c3752),147382(D43FD)	lemma/96294
continuatim	I		X--	2	1	0	1	0	1	92460(D43H2),9505(c3753)	lemma/96295
continuo	V1		VmF	3	1	0	1	0	2	9509(c3757),92458(D43GH),92457(D43GG)	lemma/96299
continuor	V1		VmF	3	1	0	1	0	2	9510(c3752),147383(D43H0),147384(D43H1)	lemma/96294
continuus	N2/1	*	Af-	2	1	0	1	0	1	92456(D43H6),9511(c3758)	lemma/96300
contio	N3B	f	NcC	3	1	0	1	0	2	9513(c3759),92461(D43H7),92462(D43H8)	lemma/96301
contius	N2/1	*	Af-	2	1	0	0	1	1	92361(D43HD),51672(20707)	lemma/43880
contra	I		X--	10	1	0	1	1	8	51674(20727),9534(c3780),92481(D440E),92474(D4405),92475(D4406),92476(D4408),92477(D4409),92479(D440C),92480(D440D),92478(D440A)	lemma/96322
contractio	N3B	f	NcC	3	1	0	1	0	2	92499(D4416),92500(D4417),9537(c3783)	lemma/96326
contractus	N4	m	NcD	4	1	0	1	0	3	92495(D441C),92496(D441D),92497(D441F),9541(c9825)	lemma/97663
contradico	V3		VmH	2	1	0	1	0	1	9543(c3787),92506(D4421)	lemma/96330
contradictor	N3B	m	NcC	2	1	0	1	0	1	9546(c3790),92512(D4424)	lemma/96334
contradictum	N2	n	NcB	2	1	0	0	0	2	92509(D4427),92508(D4426)	lemma/43905
contrado	V3		VmH	2	1	0	1	0	1	92515(D441H),9548(c3792)	lemma/96336
contrafacio	V5		VmM	2	1	0	0	0	2	147387(D4430),147386(D442H)	lemma/43915
contraho	V3		VmH	4	1	0	1	0	3	92490(D4435),92491(D4436),92492(D4437),9549(c3794)	lemma/96338
contraria	N1	f	NcA	2	1	0	0	0	2	92546(D444D),92545(D444C)	lemma/43941
contrarietas	N3B	f	NcC	2	1	0	1	0	1	92547(D444G),9553(c3798)	lemma/96342
contrarior	V1		VmF	2	1	0	1	0	1	9555(c3799),147390(D444F)	lemma/96343
contrarius	N2/1	*	Af-	3	1	0	1	0	2	9557(c3800),92541(D4452),92540(D4451)	lemma/96344
contrascriba	N1	m	NcA	2	1	0	1	0	1	92555(D4458),9558(c3801)	lemma/96347
contrascriptor	N3B	m	NcC	2	1	0	1	0	1	9560(c3803),92556(D4459)	lemma/96349
contrauenio	V4		VmL	2	1	0	1	0	1	9562(c3805),147391(D4465)	lemma/96351
contribulo	V1		VmF	2	1	0	1	0	1	9574(c3817),92572(D446A)	lemma/96364
contritio	N3B	f	NcC	2	1	0	1	0	1	9581(c3824),92575(D446D)	lemma/96371
contubernium	N2	n	NcB	2	1	0	1	0	1	92582(D4475),9592(c3835)	lemma/96383
contumacia	N1	f	NcA	2	1	0	1	0	1	92588(D447A),9596(c3837)	lemma/96387
conturmo	V1		VmF	2	1	0	1	0	1	9609(c3849),147393(D4484)	lemma/96400
contus	N2	m	NcB	2	1	0	1	0	1	92360(D4487),9610(c3850)	lemma/96401
conuador	V1		VmF	2	1	0	1	0	1	9615(c3854),147394(D448A)	lemma/96405
conualescentia	N1	f	NcA	2	1	0	1	0	1	9616(c9968),92599(D448C)	lemma/97813
conualido	V1		VmF	2	1	0	0	0	2	150532(D448F),150533(D448E)	lemma/43995
conuaso	V1		VmF	2	1	0	1	0	1	9622(c3860),147395(D448H)	lemma/96411
conubium	N2	n	NcB	2	1	0	1	0	1	9624(c3862),92601(D4490)	lemma/96413
conuena	N1	2	NcA	2	1	0	1	0	1	9634(c3871),92603(D4493)	lemma/96423
conuenientia	N1	f	NcA	4	1	0	1	0	3	92619(D449F),92620(D449G),92621(D449H),9635(c3893)	lemma/96447
conuenio	V4		VmL	3	1	0	1	0	2	92605(D44A4),92606(D44A5),9636(c3872)	lemma/96424
conuentia	N1	f	NcA	2	1	0	0	0	2	92636(D44AA),92635(D44A9)	lemma/44014
